Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
UErO3,1.03,0.89,1.36,0.751104536,cubic,4.244,4.244,4.244,
UEuO3,1.03,0.95,1.36,0.731595328,cubic,4.276,4.276,4.276,
UFeO3,1.03,0.65,1.36,0.84078866,cubic,3.898,3.898,3.898,
UGaO3,1.03,0.62,1.36,0.853527882,orthorhombic,5.475,5.502,7.862,
UGdO3,1.03,0.94,1.36,0.734776177,cubic,4.337,4.337,4.337,
UGeO3,1.03,0.63,1.36,0.849238798,cubic,3.926,3.926,3.926,
UHfO3,1.03,0.71,1.36,0.816417974,orthorhombic,5.629,5.974,8.067,
UHgO3,1.17,1.02,1.36,0.751672335,orthorhombic,5.681,6.135,8.838,
UHoO3,1.03,0.9,1.36,0.747781065,cubic,4.267,4.267,4.267,
UInO3,1.03,0.8,1.36,0.782400559,tetragonal,4.062,4.062,4.421,
UIrO3,1.03,0.68,1.36,0.828424121,cubic,4.003,4.003,4.003,
UKO3,1.17,1.38,1.36,0.652912466,orthorhombic,5.403,5.74,11.299,
ULaO3,1.03,1.03,1.36,0.707106781,cubic,4.576,4.576,4.576,
ULiO3,0.84,0.76,1.36,0.733790056,orthorhombic,5.167,5.647,7.359,
ULuO3,1.03,0.86,1.36,0.761254598,cubic,4.181,4.181,4.181,
UMgO3,1.17,0.72,1.36,0.860086614,orthorhombic,5.348,5.732,7.683,
UMnO3,1.03,0.65,1.36,0.84078866,orthorhombic,5.463,5.94,7.879,
UMoO3,1.03,0.69,1.36,0.824383028,cubic,4,4,4,
UNaO3,1.17,1.02,1.36,0.751672335,orthorhombic,5.483,5.74,8.365,
UNbO3,1.03,0.72,1.36,0.812492888,cubic,4.064,4.064,4.064,
UNdO3,1.03,0.98,1.36,0.7222159,cubic,4.463,4.463,4.463,
UNiO3,1.17,0.69,1.36,0.872673247,cubic,3.789,3.789,3.789,
UNpO3,1.17,0.86,1.36,0.805846917,cubic,4.433,4.433,4.433,
UOsO3,1.17,0.57,1.36,0.926932724,cubic,3.984,3.984,3.984,
UPaO3,1.17,0.91,1.36,0.788096985,cubic,4.489,4.489,4.489,
UPbO3,1.17,0.99,1.36,0.761268152,orthorhombic,5.706,5.963,10.215,
UPdO3,1.17,0.86,1.36,0.805846917,cubic,4.005,4.005,4.005,
UPmO3,1.17,0.97,1.36,0.767802642,cubic,4.425,4.425,4.425,
UPrO3,1.03,0.99,1.36,0.719142641,cubic,4.513,4.513,4.513,
UPtO3,1.17,0.67,1.36,0.881271013,cubic,4.059,4.059,4.059,
UPuO3,1.17,0.83,1.36,0.816885916,cubic,4.441,4.441,4.441,
URbO3,1.17,1.52,1.36,0.621173665,orthorhombic,5.387,5.747,12.174,
UReO3,1.03,0.63,1.36,0.849238798,cubic,3.993,3.993,3.993,
URhO3,1.03,0.67,1.36,0.832505028,cubic,3.97,3.97,3.97,
URuO3,1.03,0.68,1.36,0.828424121,cubic,3.962,3.962,3.962,
USbO3,1.03,0.76,1.36,0.797162834,cubic,4.228,4.228,4.228,
UScO3,1.03,0.75,1.36,0.800940856,orthorhombic,5.6,5.831,8.039,
USiO3,1.17,0.4,1.36,1.016465998,cubic,3.771,3.771,3.771,
USmO3,1.03,0.96,1.36,0.7284419,cubic,4.401,4.401,4.401,
USnO3,1.03,0.69,1.36,0.824383028,cubic,4.112,4.112,4.112,
USrO3,1.17,1.18,1.36,0.704322896,orthorhombic,5.809,5.967,9.651,
UTaO3,1.03,0.72,1.36,0.812492888,rhombohedral,5.388,5.388,5.388,
UTbO3,1.03,0.92,1.36,0.741221582,cubic,4.31,4.31,4.31,
UTcO3,1.17,0.6,1.36,0.912744978,cubic,3.98,3.98,3.98,
UTeO3,1.17,0.97,1.36,0.767802642,cubic,4.263,4.263,4.263,
UThO3,1.17,0.94,1.36,0.777817459,cubic,4.57,4.57,4.57,
UTiO3,1.03,0.67,1.36,0.832505028,orthorhombic,5.463,5.692,7.888,
UTlO3,1.03,0.89,1.36,0.751104536,orthorhombic,5.939,6.187,8.483,
UTmO3,1.03,0.88,1.36,0.754457682,cubic,4.218,4.218,4.218,
UVO3,1.03,0.64,1.36,0.844992604,orthorhombic,5.392,5.949,7.76,
UWO3,1.03,0.66,1.36,0.83662634,cubic,4.003,4.003,4.003,
UYO3,1.03,0.9,1.36,0.747781065,cubic,4.287,4.287,4.287,
UYbO3,1.03,0.87,1.36,0.7578409,cubic,4.136,4.136,4.136,
UZnO3,1.17,0.74,1.36,0.851895313,cubic,3.864,3.864,3.864,
UZrO3,1.03,0.72,1.36,0.812492888,orthorhombic,5.669,6.188,7.847,
VAcO3,0.72,1.12,1.36,0.5930573,orthorhombic,5.844,5.912,8.977,
VAgO3,0.72,0.95,1.36,0.63670221,orthorhombic,5.179,5.572,9.022,
VAlO3,0.72,0.54,1.36,0.774095845,orthorhombic,4.981,5.175,6.935,
VAsO3,0.72,0.52,1.36,0.782330907,cubic,3.821,3.821,3.821,
VAuO3,0.72,0.93,1.36,0.642262928,cubic,4.028,4.028,4.028,
VBO3,0.64,0.27,1.36,0.867615682,cubic,3.331,3.331,3.331,
VBaO3,0.72,1.35,1.36,0.542724024,orthorhombic,5.416,5.953,10.295,
VBeO3,0.72,0.45,1.36,0.812586798,cubic,3.395,3.395,3.395,
VBiO3,0.72,0.9,1.36,0.650788542,orthorhombic,5.724,5.773,8.382,
VCaO3,0.72,1,1.36,0.623212756,orthorhombic,5.508,5.518,8.554,
VCdO3,0.72,0.95,1.36,0.63670221,orthorhombic,5.335,5.416,8.671,
VCeO3,0.79,0.87,1.36,0.681739722,orthorhombic,5.738,5.883,8.542,
VCoO3,0.79,0.53,1.36,0.80438073,cubic,3.633,3.633,3.633,
VCrO3,0.79,0.55,1.36,0.795957895,cubic,3.733,3.733,3.733,
VCsO3,0.72,1.67,1.36,0.485406635,-,-,-,-,
VCuO3,0.72,0.68,1.36,0.72097162,cubic,3.665,3.665,3.665,
VDyO3,0.72,0.99,1.36,0.625864725,cubic,4.262,4.262,4.262,
VErO3,0.72,0.89,1.36,0.653680935,cubic,4.228,4.228,4.228,
VEuO3,0.72,1.06,1.36,0.6077612,rhombohedral,6.269,6.269,6.269,
VFeO3,0.79,0.59,1.36,0.779630554,cubic,3.753,3.753,3.753,
VGaO3,0.72,0.62,1.36,0.742819245,cubic,3.758,3.758,3.758,
VGdO3,0.72,0.94,1.36,0.63947048,cubic,4.305,4.305,4.305,
VGeO3,0.79,0.53,1.36,0.80438073,cubic,3.713,3.713,3.713,
VHfO3,0.79,0.71,1.36,0.734434579,cubic,4.046,4.046,4.046,
VHgO3,0.72,1.11,1.36,0.595458342,orthorhombic,5.259,5.678,8.899,
VHoO3,0.72,0.9,1.36,0.650788542,cubic,4.241,4.241,4.241,
VInO3,0.72,0.8,1.36,0.680917641,cubic,4.079,4.079,4.079,
VIrO3,0.79,0.63,1.36,0.763959588,cubic,3.901,3.901,3.901,
VKO3,0.72,1.38,1.36,0.53678179,orthorhombic,5.479,5.683,10.354,
VLaO3,0.72,1.03,1.36,0.615390002,orthorhombic,5.725,5.85,8.571,
VLiO3,0.72,0.76,1.36,0.693765144,orthorhombic,4.691,5.019,7.601,
VLuO3,0.72,0.86,1.36,0.662514462,cubic,4.163,4.163,4.163,
VMgO3,0.72,0.72,1.36,0.707106781,cubic,3.752,3.752,3.752,
VMnO3,0.79,0.53,1.36,0.80438073,cubic,3.746,3.746,3.746,
VMoO3,0.79,0.65,1.36,0.756358,cubic,3.907,3.907,3.907,
VNaO3,0.72,1.02,1.36,0.617975674,orthorhombic,5.305,5.535,8.478,
VNbO3,0.79,0.68,1.36,0.745235088,cubic,3.989,3.989,3.989,
VNdO3,0.72,0.98,1.36,0.628539361,orthorhombic,5.687,5.808,8.392,
VNiO3,0.79,0.48,1.36,0.826238902,cubic,3.639,3.639,3.639,
VNpO3,0.72,0.86,1.36,0.662514462,orthorhombic,5.548,5.831,8.321,
VOsO3,0.72,0.57,1.36,0.762063267,cubic,3.871,3.871,3.871,
VPaO3,0.72,0.91,1.36,0.647921632,cubic,4.362,4.362,4.362,
VPbO3,0.79,0.78,1.36,0.710411018,rhombohedral,6.164,6.164,6.164,
VPdO3,0.79,0.62,1.36,0.767817969,cubic,3.908,3.908,3.908,
VPmO3,0.72,0.97,1.36,0.631236955,orthorhombic,5.67,5.767,8.324,
VPrO3,0.79,0.85,1.36,0.687909312,orthorhombic,5.723,5.819,8.479,
VPtO3,0.72,0.67,1.36,0.724523204,cubic,3.946,3.946,3.946,
VPuO3,0.72,0.83,1.36,0.671590002,orthorhombic,5.536,5.782,8.246,
VRbO3,0.72,1.52,1.36,0.510688231,orthorhombic,5.618,5.953,10.66,
VReO3,0.79,0.63,1.36,0.763959588,cubic,3.891,3.891,3.891,
VRhO3,0.79,0.6,1.36,0.775652847,cubic,3.878,3.878,3.878,
VRuO3,0.79,0.62,1.36,0.767817969,cubic,3.872,3.872,3.872,
VSbO3,0.79,0.68,1.36,0.745235088,cubic,4.035,4.035,4.035,
VScO3,0.72,0.75,1.36,0.69705313,cubic,3.98,3.98,3.98,
VSiO3,0.79,0.4,1.36,0.863795216,cubic,3.533,3.533,3.533,
VSmO3,0.72,0.96,1.36,0.633957804,orthorhombic,5.655,5.74,8.271,
VSnO3,0.79,0.69,1.36,0.741599795,orthorhombic,5.362,5.585,7.763,
VSrO3,0.72,1.18,1.36,0.579048073,orthorhombic,5.532,5.639,9.553,
VTaO3,0.79,0.68,1.36,0.745235088,cubic,3.966,3.966,3.966,
VTbO3,0.79,0.76,1.36,0.717113009,cubic,4.291,4.291,4.291,
VTcO3,0.72,0.6,1.36,0.750399033,cubic,3.869,3.869,3.869,
VTeO3,0.79,0.97,1.36,0.652480506,cubic,4.133,4.133,4.133,
VThO3,0.79,0.94,1.36,0.660991122,cubic,4.54,4.54,4.54,
VTiO3,0.79,0.61,1.36,0.771715523,cubic,3.831,3.831,3.831,
VTlO3,0.72,1.2,1.36,0.57452426,orthorhombic,5.575,5.589,8.116,
VTmO3,0.72,0.96,1.36,0.633957804,cubic,4.2,4.2,4.2,
VUO3,0.79,0.89,1.36,0.675679813,cubic,4.308,4.308,4.308,
VWO3,0.79,0.66,1.36,0.752613653,cubic,3.913,3.913,3.913,
VYO3,0.72,0.9,1.36,0.650788542,cubic,4.29,4.29,4.29,
VYbO3,0.72,0.95,1.36,0.63670221,orthorhombic,5.393,5.432,8.656,
VZnO3,0.72,0.74,1.36,0.700372431,cubic,3.761,3.761,3.761,
VZrO3,0.79,0.72,1.36,0.730903644,cubic,4.104,4.104,4.104,
WAcO3,0.63,1.12,1.36,0.567396167,rhombohedral,5.928,5.928,5.928,
WAgO3,0.66,0.75,1.36,0.676945828,orthorhombic,5.252,6.199,8.389,
WAlO3,0.66,0.54,1.36,0.751766157,cubic,3.646,3.646,3.646,
WAsO3,0.66,0.58,1.36,0.736265824,cubic,3.903,3.903,3.903,
WAuO3,0.63,0.93,1.36,0.614472705,cubic,4.054,4.054,4.054,
WBO3,0.66,0.27,1.36,0.876291839,cubic,3.401,3.401,3.401,
WBaO3,0.66,1.35,1.36,0.527068523,rhombohedral,6.269,6.269,6.269,
WBeO3,0.66,0.45,1.36,0.789146794,cubic,3.403,3.403,3.403,
WBiO3,0.66,1.03,1.36,0.597638367,cubic,4.239,4.239,4.239,
WCaO3,0.66,1,1.36,0.605235465,rhombohedral,5.777,5.777,5.777,
WCdO3,0.66,0.95,1.36,0.6183358,rhombohedral,5.444,5.444,5.444,
WCeO3,0.66,1.01,1.36,0.602681729,cubic,4.508,4.508,4.508,
WCoO3,0.66,0.61,1.36,0.725053654,cubic,3.648,3.648,3.648,
WCrO3,0.66,0.62,1.36,0.721391767,cubic,3.799,3.799,3.799,
WCsO3,0.63,1.67,1.36,0.464403464,rhombohedral,6.994,6.994,6.994,
WCuO3,0.66,0.54,1.36,0.751766157,cubic,3.686,3.686,3.686,
WDyO3,0.66,0.91,1.36,0.629231585,cubic,4.253,4.253,4.253,
WErO3,0.66,0.89,1.36,0.634824755,cubic,4.203,4.203,4.203,
WEuO3,0.66,0.95,1.36,0.6183358,rhombohedral,5.838,5.838,5.838,
WFeO3,0.66,0.65,1.36,0.710624725,cubic,3.808,3.808,3.808,
WGaO3,0.66,0.62,1.36,0.721391767,rhombohedral,5.259,5.259,5.259,
WGdO3,0.66,0.94,1.36,0.621024217,cubic,4.308,4.308,4.308,
WGeO3,0.66,0.53,1.36,0.755743756,cubic,3.787,3.787,3.787,
WHfO3,0.66,0.71,1.36,0.690026907,cubic,4.063,4.063,4.063,
WHgO3,0.66,1.02,1.36,0.600149453,cubic,4.147,4.147,4.147,
WHoO3,0.66,0.9,1.36,0.632015796,cubic,4.227,4.227,4.227,
WInO3,0.66,0.8,1.36,0.661275786,rhombohedral,5.494,5.494,5.494,
WIrO3,0.66,0.68,1.36,0.700174362,cubic,3.924,3.924,3.924,
WKO3,0.63,1.38,1.36,0.513555655,orthorhombic,5.315,6.346,10.199,
WLaO3,0.66,1.03,1.36,0.597638367,cubic,4.469,4.469,4.469,
WLiO3,0.63,0.76,1.36,0.66374646,orthorhombic,4.763,5.057,7.786,
WLuO3,0.66,0.86,1.36,0.643403468,cubic,4.134,4.134,4.134,
WMgO3,0.66,0.72,1.36,0.68670947,cubic,3.692,3.692,3.692,
WMnO3,0.66,0.65,1.36,0.710624725,cubic,3.803,3.803,3.803,
WMoO3,0.66,0.69,1.36,0.696758877,cubic,3.939,3.939,3.939,
WNaO3,0.63,1.02,1.36,0.591236342,orthorhombic,5.444,5.75,8.334,
WNbO3,0.66,0.72,1.36,0.68670947,cubic,4.016,4.016,4.016,
WNdO3,0.66,0.98,1.36,0.610408418,cubic,4.434,4.434,4.434,
WNiO3,0.66,0.69,1.36,0.696758877,cubic,3.673,3.673,3.673,
WNpO3,0.63,0.86,1.36,0.633847971,cubic,4.298,4.298,4.298,
WOsO3,0.63,0.57,1.36,0.729089375,cubic,3.907,3.907,3.907,
WPaO3,0.63,0.91,1.36,0.619886561,cubic,4.374,4.374,4.374,
WPbO3,0.66,0.78,1.36,0.667455934,cubic,4.216,4.216,4.216,
WPdO3,0.66,0.86,1.36,0.643403468,cubic,3.93,3.93,3.93,
WPmO3,0.63,0.97,1.36,0.603923817,cubic,4.398,4.398,4.398,
WPrO3,0.66,0.99,1.36,0.607810935,cubic,4.468,4.468,4.468,
WPtO3,0.63,0.67,1.36,0.693173643,cubic,3.978,3.978,3.978,
WPuO3,0.63,0.83,1.36,0.642530819,cubic,4.305,4.305,4.305,
WRbO3,0.63,1.52,1.36,0.488591144,orthorhombic,5.34,6.542,10.783,
WReO3,0.66,0.63,1.36,0.717766682,cubic,3.925,3.925,3.925,
WRhO3,0.66,0.67,1.36,0.703623497,cubic,3.891,3.891,3.891,
WRuO3,0.66,0.68,1.36,0.700174362,cubic,3.886,3.886,3.886,
WSbO3,0.63,0.68,1.36,0.689775733,cubic,4.081,4.081,4.081,
WScO3,0.66,0.75,1.36,0.676945828,cubic,3.96,3.96,3.96,
WSiO3,0.66,0.4,1.36,0.811565737,cubic,3.618,3.618,3.618,
WSmO3,0.66,0.96,1.36,0.615670559,cubic,4.374,4.374,4.374,
WSnO3,0.66,0.69,1.36,0.696758877,orthorhombic,5.535,6.462,6.748,
WSrO3,0.66,1.18,1.36,0.562344763,rhombohedral,6.037,6.037,6.037,
WTaO3,0.66,0.72,1.36,0.68670947,cubic,3.997,3.997,3.997,
WTbO3,0.66,0.92,1.36,0.626471797,cubic,4.28,4.28,4.28,
WTcO3,0.63,0.6,1.36,0.717929844,cubic,3.896,3.896,3.896,
WTeO3,0.63,0.77,1.36,0.660630279,cubic,4.165,4.165,4.165,
WThO3,0.63,0.94,1.36,0.611801085,cubic,4.534,4.534,4.534,
WTiO3,0.66,0.61,1.36,0.725053654,cubic,3.856,3.856,3.856,
WTlO3,0.66,0.89,1.36,0.634824755,orthorhombic,5.342,6.559,10.281,
WTmO3,0.66,0.88,1.36,0.637658794,cubic,4.176,4.176,4.176,
WUO3,0.66,1.03,1.36,0.597638367,cubic,4.323,4.323,4.323,
WVO3,0.66,0.64,1.36,0.714177849,cubic,3.817,3.817,3.817,
WYO3,0.66,0.9,1.36,0.632015796,cubic,4.255,4.255,4.255,
WYbO3,0.66,0.87,1.36,0.64051825,rhombohedral,5.95,5.95,5.95,
WZnO3,0.66,0.74,1.36,0.68016938,cubic,3.777,3.777,3.777,
WZrO3,0.66,0.72,1.36,0.68670947,cubic,4.117,4.117,4.117,
YAcO3,1.08,1.12,1.36,0.695701833,cubic,4.662,4.662,4.662,
YAgO3,1.08,0.75,1.36,0.817696941,cubic,4.023,4.023,4.023,
YAlO3,1.08,0.54,1.36,0.908073972,orthorhombic,5.188,5.347,7.394,
YAsO3,1.08,0.58,1.36,0.889350797,cubic,3.992,3.992,3.992,
YAuO3,1.08,0.93,1.36,0.753423819,cubic,4.099,4.099,4.099,
YBO3,1.08,0.27,1.36,1.058491133,cubic,3.463,3.463,3.463,
YBaO3,1.08,1.35,1.36,0.636657028,orthorhombic,6.515,6.787,8.403,
YBeO3,1.08,0.45,1.36,0.953226821,tetragonal,3.316,3.316,4.365,
YBiO3,1.08,1.03,1.36,0.72189981,cubic,4.362,4.362,4.362,
YCaO3,1.08,1,1.36,0.731076503,cubic,4.093,4.093,4.093,
YCdO3,1.08,0.95,1.36,0.746900669,cubic,4.093,4.093,4.093,
YCeO3,1.08,1.01,1.36,0.727991792,cubic,4.536,4.536,4.536,
YCoO3,1.08,0.61,1.36,0.875807384,orthorhombic,5.193,5.572,7.429,
YCrO3,1.08,0.62,1.36,0.871384114,orthorhombic,5.281,5.578,7.6,
YCsO3,1.08,1.67,1.36,0.569419322,tetragonal,3.522,3.522,7.151,
YCuO3,1.08,0.54,1.36,0.908073972,orthorhombic,5.237,5.899,7.174,
YDyO3,1.08,0.91,1.36,0.760061915,cubic,4.263,4.263,4.263,
YErO3,1.08,0.89,1.36,0.76681802,cubic,4.219,4.219,4.219,
YEuO3,1.08,0.95,1.36,0.746900669,cubic,4.256,4.256,4.256,
YFeO3,1.08,0.65,1.36,0.858378381,orthorhombic,5.298,5.607,7.627,470
YGaO3,1.08,0.62,1.36,0.871384114,orthorhombic,5.277,5.565,7.569,
YGdO3,1.08,0.94,1.36,0.750148064,cubic,4.317,4.317,4.317,
YGeO3,1.08,0.63,1.36,0.8670053,cubic,3.871,3.871,3.871,
YHfO3,1.08,0.71,1.36,0.833497848,orthorhombic,5.464,6.051,7.548,
YHgO3,1.08,1.11,1.36,0.69851844,cubic,4.191,4.191,4.191,
YHoO3,1.08,0.9,1.36,0.76342502,cubic,4.24,4.24,4.24,
YInO3,1.08,0.8,1.36,0.798768771,cubic,4.021,4.021,4.021,
YIrO3,1.08,0.57,1.36,0.893958832,cubic,3.954,3.954,3.954,
YKO3,1.08,1.38,1.36,0.629686331,orthorhombic,5.958,5.981,10.106,
YLaO3,1.08,1.03,1.36,0.72189981,cubic,4.516,4.516,4.516,
YLiO3,1.08,0.76,1.36,0.81383988,orthorhombic,5.023,5.772,7.226,
YLuO3,1.08,0.86,1.36,0.777180426,cubic,4.154,4.154,4.154,
YMgO3,1.08,0.72,1.36,0.829490647,orthorhombic,5.423,5.757,7.371,
YMnO3,1.08,0.65,1.36,0.858378381,orthorhombic,5.293,5.739,7.493,930
YMoO3,1.08,0.69,1.36,0.841629535,cubic,3.956,3.956,3.956,
YNaO3,1.08,1.02,1.36,0.724933003,cubic,3.927,3.927,3.927,
YNbO3,1.08,0.64,1.36,0.862670273,cubic,4.027,4.027,4.027,
YNdO3,1.08,0.98,1.36,0.73732502,cubic,4.454,4.454,4.454,
YNiO3,1.08,0.6,1.36,0.880275789,orthorhombic,5.182,5.523,7.409,
YNpO3,1.08,0.86,1.36,0.777180426,cubic,4.412,4.412,4.412,
YOsO3,1.08,0.57,1.36,0.893958832,cubic,3.937,3.937,3.937,
YPaO3,1.08,0.91,1.36,0.760061915,cubic,4.463,4.463,4.463,
YPbO3,1.08,0.99,1.36,0.734187466,cubic,4.24,4.24,4.24,
YPdO3,1.08,0.75,1.36,0.817696941,cubic,3.956,3.956,3.956,
YPmO3,1.08,0.97,1.36,0.740489505,cubic,4.413,4.413,4.413,
YPrO3,1.08,0.99,1.36,0.734187466,cubic,4.493,4.493,4.493,
YPtO3,1.08,0.67,1.36,0.849921451,cubic,4.016,4.016,4.016,
YPuO3,1.08,0.83,1.36,0.787826733,cubic,4.366,4.366,4.366,
YRbO3,1.08,1.52,1.36,0.599076579,orthorhombic,6.164,6.253,9.515,
YReO3,1.08,0.58,1.36,0.889350797,cubic,3.947,3.947,3.947,
YRhO3,1.08,0.67,1.36,0.849921451,cubic,3.919,3.919,3.919,
YRuO3,1.08,0.57,1.36,0.893958832,cubic,3.917,3.917,3.917,
YSbO3,1.08,0.76,1.36,0.81383988,cubic,4.204,4.204,4.204,
YScO3,1.08,0.75,1.36,0.817696941,orthorhombic,5.43,5.721,7.901,
YSiO3,1.08,0.4,1.36,0.980307128,cubic,3.686,3.686,3.686,
YSmO3,1.08,0.96,1.36,0.74368127,cubic,4.386,4.386,4.386,
YSnO3,1.08,0.69,1.36,0.841629535,cubic,4.102,4.102,4.102,
YSrO3,1.08,1.18,1.36,0.679267932,orthorhombic,5.812,5.853,9.786,
YTaO3,1.08,0.64,1.36,0.862670273,cubic,4.005,4.005,4.005,
YTbO3,1.08,0.92,1.36,0.75672831,cubic,4.291,4.291,4.291,
YTcO3,1.08,0.6,1.36,0.880275789,cubic,3.934,3.934,3.934,
YTeO3,1.08,0.77,1.36,0.810019036,cubic,4.233,4.233,4.233,
YThO3,1.08,0.94,1.36,0.750148064,cubic,4.554,4.554,4.554,
YTiO3,1.08,0.67,1.36,0.849921451,orthorhombic,5.309,5.676,7.645,
YTlO3,1.08,0.89,1.36,0.76681802,orthorhombic,5.576,5.93,8.549,
YTmO3,1.08,0.88,1.36,0.770241315,cubic,4.192,4.192,4.192,
YUO3,1.08,0.76,1.36,0.81383988,cubic,4.374,4.374,4.374,
YVO3,1.08,0.64,1.36,0.862670273,orthorhombic,5.313,5.703,7.605,
YWO3,1.08,0.62,1.36,0.871384114,cubic,3.962,3.962,3.962,
YYbO3,1.08,0.87,1.36,0.773695312,cubic,4.102,4.102,4.102,
YZnO3,1.08,0.74,1.36,0.821590736,orthorhombic,5.255,5.777,7.461,
YZrO3,1.08,0.72,1.36,0.829490647,cubic,4.126,4.126,4.126,
YbAcO3,1.04,1.12,1.36,0.684296885,cubic,4.588,4.588,4.588,
YbAgO3,1.04,0.75,1.36,0.804292073,orthorhombic,5.42,5.804,7.605,
YbAlO3,1.04,0.54,1.36,0.893187513,cubic,3.674,3.674,3.674,
YbAsO3,1.04,0.58,1.36,0.874771276,orthorhombic,5.322,5.518,7.625,
YbAuO3,1.04,0.93,1.36,0.741072609,orthorhombic,5.46,5.898,7.513,
YbBO3,1.04,0.27,1.36,1.041138819,cubic,3.394,3.394,3.394,
YbBaO3,1.04,1.35,1.36,0.626220028,orthorhombic,6.361,6.426,8.18,
YbBeO3,1.04,0.45,1.36,0.937600152,orthorhombic,4.674,5.217,7.032,
YbBiO3,1.04,1.03,1.36,0.710065387,orthorhombic,5.683,5.989,8.256,
YbCaO3,1.04,1,1.36,0.719091642,cubic,4.184,4.184,4.184,
YbCdO3,1.04,0.95,1.36,0.734656396,cubic,4.056,4.056,4.056,
YbCeO3,1.14,0.87,1.36,0.792720607,cubic,4.484,4.484,4.484,
YbCoO3,1.04,0.61,1.36,0.861449886,orthorhombic,5.137,5.342,7.396,
YbCrO3,1.04,0.62,1.36,0.857099129,orthorhombic,5.191,5.406,7.389,
YbCsO3,1.04,1.67,1.36,0.560084579,cubic,4.455,4.455,4.455,
YbCuO3,1.04,0.54,1.36,0.893187513,orthorhombic,5.178,5.302,7.368,
YbDyO3,1.04,0.91,1.36,0.747601883,cubic,4.257,4.257,4.257,
YbErO3,1.04,0.89,1.36,0.754247233,cubic,4.214,4.214,4.214,
YbEuO3,1.04,0.95,1.36,0.734656396,cubic,4.172,4.172,4.172,
YbFeO3,1.04,0.65,1.36,0.844306604,orthorhombic,5.221,5.341,7.429,470
YbGaO3,1.04,0.62,1.36,0.857099129,orthorhombic,5.21,5.548,7.485,
YbGdO3,1.04,0.94,1.36,0.737850554,cubic,4.302,4.302,4.302,
YbGeO3,1.14,0.53,1.36,0.93532643,orthorhombic,5.201,5.289,7.404,
YbHfO3,1.14,0.71,1.36,0.853993697,orthorhombic,5.481,5.69,7.881,
YbHgO3,1.04,1.11,1.36,0.687067318,cubic,4.112,4.112,4.112,
YbHoO3,1.04,0.9,1.36,0.750909856,cubic,4.232,4.232,4.232,
YbInO3,1.04,0.8,1.36,0.785674201,orthorhombic,5.696,5.973,7.488,
YbIrO3,1.14,0.63,1.36,0.888325102,orthorhombic,5.168,5.7,7.55,
YbKO3,1.04,1.38,1.36,0.619363604,cubic,4.189,4.189,4.189,
YbLaO3,1.04,1.03,1.36,0.710065387,cubic,4.446,4.446,4.446,
YbLiO3,1.04,0.76,1.36,0.800498243,cubic,3.608,3.608,3.608,
YbLuO3,1.04,0.86,1.36,0.764439763,orthorhombic,5.745,5.968,7.674,
YbMgO3,1.04,0.72,1.36,0.81589244,orthorhombic,3.944,6.76,8.278,
YbMnO3,1.14,0.53,1.36,0.93532643,orthorhombic,5.193,5.322,7.398,
YbMoO3,1.14,0.65,1.36,0.879486046,orthorhombic,5.329,5.605,7.685,
YbNaO3,1.04,1.02,1.36,0.713048855,orthorhombic,5.879,6.219,7.21,
YbNbO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.432,5.661,7.826,
YbNdO3,1.04,0.98,1.36,0.725237724,cubic,4.403,4.403,4.403,
YbNiO3,1.04,0.6,1.36,0.865845038,orthorhombic,5.126,5.319,7.323,
YbNpO3,1.04,0.86,1.36,0.764439763,cubic,4.363,4.363,4.363,
YbOsO3,1.04,0.57,1.36,0.879303769,orthorhombic,5.182,5.655,7.574,
YbPaO3,1.04,0.91,1.36,0.747601883,orthorhombic,5.85,6.086,8.497,
YbPbO3,1.14,0.78,1.36,0.826059324,orthorhombic,5.613,5.889,8.125,
YbPdO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.239,5.65,7.579,
YbPmO3,1.04,0.97,1.36,0.728350333,cubic,4.366,4.366,4.366,
YbPrO3,1.14,0.85,1.36,0.799894549,cubic,4.44,4.44,4.44,
YbPtO3,1.04,0.67,1.36,0.835988313,orthorhombic,5.227,5.704,7.593,
YbPuO3,1.04,0.83,1.36,0.774911541,orthorhombic,5.729,5.981,8.327,
YbRbO3,1.04,1.52,1.36,0.589255651,cubic,4.259,4.259,4.259,
YbReO3,1.14,0.63,1.36,0.888325102,orthorhombic,5.266,5.624,7.62,
YbRhO3,1.14,0.6,1.36,0.901921915,orthorhombic,5.189,5.63,7.541,
YbRuO3,1.14,0.62,1.36,0.892811592,orthorhombic,5.232,5.586,7.569,
YbSbO3,1.04,0.76,1.36,0.800498243,orthorhombic,5.543,5.83,8.016,
YbScO3,1.04,0.75,1.36,0.804292073,orthorhombic,5.524,5.757,7.662,
YbSiO3,1.04,0.4,1.36,0.96423652,rhombohedral,4.996,4.996,4.996,
YbSmO3,1.04,0.96,1.36,0.731489774,cubic,4.35,4.35,4.35,
YbSnO3,1.14,0.69,1.36,0.862325343,orthorhombic,5.456,5.677,7.858,
YbSrO3,1.04,1.18,1.36,0.668132392,cubic,4.367,4.367,4.367,
YbTaO3,1.14,0.68,1.36,0.866552428,orthorhombic,5.41,5.639,7.798,
YbTbO3,1.14,0.76,1.36,0.833852336,cubic,4.281,4.281,4.281,
