Chemical formula,Radius A [ang],Radius B [ang],Radius O,Tolerance factor,Lowest distortion,a [ang],b [ang],c [ang],Curie Temperature (K)
TeSbO3,0.97,0.6,1.36,0.840591225,cubic,4.128,4.128,4.128,
TeScO3,0.77,0.75,1.36,0.713809215,cubic,4.045,4.045,4.045,
TeSiO3,0.97,0.4,1.36,0.936112955,cubic,3.722,3.722,3.722,
TeSmO3,0.77,0.96,1.36,0.649197174,cubic,4.434,4.434,4.434,
TeSnO3,0.97,0.69,1.36,0.80368722,cubic,4.093,4.093,4.093,
TeSrO3,0.77,1.18,1.36,0.592967498,orthorhombic,5.956,6.606,8.664,
TeTaO3,0.97,0.64,1.36,0.8237794,cubic,4.057,4.057,4.057,
TeTbO3,0.97,0.76,1.36,0.777150377,cubic,4.352,4.352,4.352,
TeTcO3,0.77,0.6,1.36,0.768437471,cubic,3.968,3.968,3.968,
TeThO3,0.77,0.94,1.36,0.654842367,cubic,4.571,4.571,4.571,
TeTiO3,0.97,0.61,1.36,0.836324264,cubic,3.937,3.937,3.937,
TeTlO3,0.77,1.2,1.36,0.588334939,orthorhombic,6.019,6.373,8.249,
TeTmO3,0.77,0.96,1.36,0.649197174,cubic,4.252,4.252,4.252,
TeUO3,0.97,0.76,1.36,0.777150377,cubic,4.368,4.368,4.368,
TeVO3,0.97,0.58,1.36,0.849257113,cubic,3.897,3.897,3.897,
TeWO3,0.97,0.66,1.36,0.815623168,cubic,4.005,4.005,4.005,
TeYO3,0.77,0.9,1.36,0.666432497,cubic,4.326,4.326,4.326,
TeYbO3,0.77,0.95,1.36,0.652007551,cubic,4.177,4.177,4.177,
TeZnO3,0.77,0.74,1.36,0.717208307,cubic,3.865,3.865,3.865,
TeZrO3,0.97,0.72,1.36,0.792095577,cubic,4.173,4.173,4.173,
ThAcO3,1.21,1.12,1.36,0.732767914,cubic,4.663,4.663,4.663,
ThAgO3,1.21,0.95,1.36,0.786694557,cubic,4.095,4.095,4.095,
ThAlO3,1.21,0.54,1.36,0.956454962,cubic,3.805,3.805,3.805,
ThAsO3,1.21,0.58,1.36,0.936734241,cubic,4.075,4.075,4.075,
ThAuO3,1.21,0.93,1.36,0.793565252,cubic,4.16,4.16,4.16,
ThBO3,1.21,0.27,1.36,1.114886152,cubic,3.674,3.674,3.674,
ThBaO3,1.21,1.35,1.36,0.67057728,orthorhombic,6.799,6.829,8.21,
ThBeO3,1.21,0.45,1.36,1.004013496,orthorhombic,5.182,5.221,7.325,
ThBiO3,1.21,0.9,1.36,0.804099304,cubic,4.407,4.407,4.407,
ThCaO3,1.21,1,1.36,0.7700273,cubic,4.151,4.151,4.151,
ThCdO3,1.21,0.95,1.36,0.786694557,cubic,4.163,4.163,4.163,
ThCeO3,1.21,1.01,1.36,0.76677824,cubic,4.54,4.54,4.54,
ThCoO3,1.21,0.75,1.36,0.861262762,orthorhombic,5.409,5.933,7.727,
ThCrO3,1.21,0.8,1.36,0.841326124,orthorhombic,5.486,6.329,7.588,
ThCsO3,1.21,1.67,1.36,0.599757237,orthorhombic,5.73,5.999,13.409,
ThCuO3,1.21,0.73,1.36,0.869504511,orthorhombic,5.328,6.293,7.458,
ThDyO3,1.21,1.07,1.36,0.747845443,cubic,4.282,4.282,4.282,
ThErO3,1.21,0.89,1.36,0.807673079,cubic,4.244,4.244,4.244,
ThEuO3,1.21,1.06,1.36,0.750935714,cubic,4.322,4.322,4.322,
ThFeO3,1.21,0.78,1.36,0.849188985,cubic,3.896,3.896,3.896,
ThGaO3,1.21,0.62,1.36,0.917810317,cubic,3.909,3.909,3.909,
ThGdO3,1.21,0.94,1.36,0.790114969,cubic,4.336,4.336,4.336,
ThGeO3,1.21,0.73,1.36,0.869504511,cubic,4.011,4.011,4.011,
ThHfO3,1.21,0.71,1.36,0.877905521,cubic,4.107,4.107,4.107,
ThHgO3,1.21,1.02,1.36,0.763556482,cubic,4.248,4.248,4.248,
ThHoO3,1.21,0.9,1.36,0.804099304,cubic,4.26,4.26,4.26,
ThInO3,1.21,0.8,1.36,0.841326124,cubic,4.32,4.32,4.32,
ThIrO3,1.21,0.63,1.36,0.913198205,cubic,4.02,4.02,4.02,
ThKO3,1.21,1.38,1.36,0.663235193,orthorhombic,5.924,5.94,11.066,
ThLaO3,1.21,1.03,1.36,0.760361685,cubic,4.522,4.522,4.522,
ThLiO3,1.21,0.76,1.36,0.857200202,orthorhombic,5.129,6.068,7.523,
ThLuO3,1.21,0.86,1.36,0.81858758,cubic,4.181,4.181,4.181,
ThMgO3,1.21,0.72,1.36,0.873684821,orthorhombic,5.46,5.794,7.806,
ThMnO3,1.21,0.83,1.36,0.829801109,cubic,3.95,3.95,3.95,
ThMoO3,1.21,0.65,1.36,0.904111656,cubic,4.002,4.002,4.002,
ThNaO3,1.21,1.02,1.36,0.763556482,cubic,3.931,3.931,3.931,
ThNbO3,1.21,0.72,1.36,0.873684821,cubic,4.066,4.066,4.066,
ThNdO3,1.21,0.98,1.36,0.77660873,cubic,4.463,4.463,4.463,
ThNiO3,1.21,0.69,1.36,0.886470453,orthorhombic,5.38,5.846,7.711,
ThNpO3,1.21,0.86,1.36,0.81858758,cubic,4.432,4.432,4.432,
ThOsO3,1.21,0.57,1.36,0.941587786,cubic,3.988,3.988,3.988,
ThPaO3,1.21,0.91,1.36,0.800557017,cubic,4.483,4.483,4.483,
ThPbO3,1.21,0.99,1.36,0.773304012,cubic,4.341,4.341,4.341,
ThPdO3,1.21,0.86,1.36,0.81858758,cubic,4.031,4.031,4.031,
ThPmO3,1.21,0.97,1.36,0.779941814,cubic,4.419,4.419,4.419,
ThPrO3,1.21,0.92,1.36,0.797045802,cubic,4.493,4.493,4.493,
ThPtO3,1.21,0.67,1.36,0.895204152,cubic,4.079,4.079,4.079,
ThPuO3,1.21,0.83,1.36,0.829801109,cubic,4.785,4.785,4.785,
ThRbO3,1.21,1.52,1.36,0.630994593,orthorhombic,5.906,5.958,11.945,
ThReO3,1.21,0.63,1.36,0.913198205,cubic,3.993,3.993,3.993,
ThRhO3,1.21,0.61,1.36,0.922469253,cubic,3.988,3.988,3.988,
ThRuO3,1.21,0.68,1.36,0.890815896,cubic,3.966,3.966,3.966,
ThSbO3,1.21,0.68,1.36,0.890815896,cubic,4.271,4.271,4.271,
ThScO3,1.21,0.75,1.36,0.861262762,orthorhombic,5.655,6.09,7.847,
ThSiO3,1.21,0.4,1.36,1.032536607,cubic,3.881,3.881,3.881,
ThSmO3,1.21,1.22,1.36,0.704366057,cubic,4.399,4.399,4.399,
ThSnO3,1.21,0.69,1.36,0.886470453,cubic,4.193,4.193,4.193,
ThSrO3,1.21,1.18,1.36,0.715458436,cubic,4.407,4.407,4.407,
ThTaO3,1.21,0.72,1.36,0.873684821,cubic,4.046,4.046,4.046,
ThTbO3,1.21,0.92,1.36,0.797045802,cubic,4.307,4.307,4.307,
ThTcO3,1.21,0.6,1.36,0.927175728,cubic,3.977,3.977,3.977,
ThTeO3,1.21,0.97,1.36,0.779941814,cubic,4.288,4.288,4.288,
ThTiO3,1.21,0.86,1.36,0.81858758,orthorhombic,5.502,5.982,7.669,
ThTlO3,1.21,1.2,1.36,0.709868917,cubic,4.277,4.277,4.277,
ThTmO3,1.21,1.03,1.36,0.760361685,cubic,4.218,4.218,4.218,
ThUO3,1.21,1.03,1.36,0.760361685,cubic,4.846,4.846,4.846,
ThVO3,1.21,0.79,1.36,0.845239269,orthorhombic,5.476,6.015,7.869,
ThWO3,1.21,0.66,1.36,0.899635855,cubic,4.007,4.007,4.007,
ThYO3,1.21,0.9,1.36,0.804099304,cubic,4.284,4.284,4.284,
ThYbO3,1.21,0.95,1.36,0.786694557,cubic,4.163,4.163,4.163,
ThZnO3,1.21,0.74,1.36,0.865364013,cubic,3.915,3.915,3.915,
ThZrO3,1.21,0.72,1.36,0.873684821,cubic,4.155,4.155,4.155,
TiAcO3,0.74,1.12,1.36,0.598759774,rhombohedral,6.304,6.304,6.304,
TiAgO3,0.74,0.95,1.36,0.642824347,orthorhombic,5.172,5.483,8.798,
TiAlO3,0.67,0.54,1.36,0.755487771,cubic,3.589,3.589,3.589,
TiAsO3,0.67,0.58,1.36,0.739910704,cubic,3.847,3.847,3.847,
TiAuO3,0.74,0.93,1.36,0.648438533,cubic,4.025,4.025,4.025,
TiBO3,0.67,0.27,1.36,0.880629918,cubic,3.308,3.308,3.308,
TiBaO3,0.74,1.35,1.36,0.547942524,orthorhombic,5.85,5.95,10.054,
TiBeO3,0.74,0.45,1.36,0.820400133,cubic,3.351,3.351,3.351,
TiBiO3,0.74,0.9,1.36,0.657046124,orthorhombic,5.186,6.166,9.329,
TiCaO3,0.74,1,1.36,0.629205187,orthorhombic,5.42,5.54,8.799,
TiCdO3,0.74,0.95,1.36,0.642824347,orthorhombic,5.395,5.506,8.436,
TiCeO3,0.86,0.87,1.36,0.703935899,rhombohedral,6.121,6.121,6.121,
TiCoO3,0.86,0.53,1.36,0.83056987,cubic,3.597,3.597,3.597,
TiCrO3,0.86,0.55,1.36,0.821872803,orthorhombic,4.894,5.313,7.392,
TiCsO3,0.74,1.67,1.36,0.490074007,cubic,4.458,4.458,4.458,
TiCuO3,0.67,0.54,1.36,0.755487771,cubic,3.636,3.636,3.636,
TiDyO3,0.74,0.99,1.36,0.631882656,cubic,4.244,4.244,4.244,
TiErO3,0.74,0.89,1.36,0.659966329,cubic,4.205,4.205,4.205,
TiEuO3,0.74,1.06,1.36,0.613605058,orthorhombic,5.525,5.633,9.039,
TiFeO3,0.86,0.59,1.36,0.805013874,cubic,3.739,3.739,3.739,
TiGaO3,0.67,0.62,1.36,0.724963013,cubic,3.735,3.735,3.735,
TiGdO3,0.74,0.94,1.36,0.645619235,orthorhombic,5.646,5.666,8.073,
TiGeO3,0.86,0.53,1.36,0.83056987,cubic,3.72,3.72,3.72,
TiHfO3,0.86,0.71,1.36,0.758346403,cubic,4.041,4.041,4.041,
TiHgO3,0.74,1.11,1.36,0.601183903,orthorhombic,5.301,5.832,8.969,
TiHoO3,0.74,0.9,1.36,0.657046124,cubic,4.227,4.227,4.227,
TiInO3,0.74,0.8,1.36,0.687464926,cubic,4.063,4.063,4.063,
TiIrO3,0.86,0.63,1.36,0.788832691,cubic,4.504,4.504,4.504,
TiKO3,0.74,1.38,1.36,0.541943153,orthorhombic,5.853,6.422,8.417,
TiLaO3,0.74,1.03,1.36,0.621307214,orthorhombic,5.698,5.896,8.543,
TiLiO3,0.74,0.76,1.36,0.700435962,orthorhombic,4.842,4.858,8.041,
TiLuO3,0.74,0.86,1.36,0.668884793,cubic,4.135,4.135,4.135,
TiMgO3,0.74,0.72,1.36,0.713905885,cubic,3.686,3.686,3.686,
TiMnO3,0.86,0.53,1.36,0.83056987,cubic,3.733,3.733,3.733,
TiMoO3,0.86,0.65,1.36,0.780983609,cubic,3.902,3.902,3.902,
TiNaO3,0.74,1.02,1.36,0.623917748,orthorhombic,5.592,5.673,7.931,
TiNbO3,0.86,0.68,1.36,0.769498556,cubic,3.985,3.985,3.985,
TiNdO3,0.74,0.98,1.36,0.634583009,orthorhombic,5.719,5.801,8.269,
TiNiO3,0.86,0.48,1.36,0.853139703,cubic,3.608,3.608,3.608,
TiNpO3,0.74,0.86,1.36,0.668884793,orthorhombic,5.658,5.927,8.307,
TiOsO3,0.74,0.57,1.36,0.769390798,cubic,3.876,3.876,3.876,
TiPaO3,0.74,0.91,1.36,0.654151648,cubic,4.368,4.368,4.368,
TiPbO3,0.86,0.78,1.36,0.73354068,orthorhombic,5.589,5.774,9.576,
TiPdO3,0.86,0.62,1.36,0.792816694,cubic,3.897,3.897,3.897,
TiPmO3,0.74,0.97,1.36,0.637306541,orthorhombic,5.696,5.764,8.208,
TiPrO3,0.86,0.85,1.36,0.710306359,orthorhombic,5.738,5.841,8.326,
TiPtO3,0.74,0.67,1.36,0.731489774,cubic,3.941,3.941,3.941,
TiPuO3,0.74,0.83,1.36,0.678047598,orthorhombic,5.652,5.906,8.224,
TiRbO3,0.74,1.52,1.36,0.515598695,orthorhombic,5.979,6.68,8.598,
TiReO3,0.86,0.63,1.36,0.788832691,cubic,3.885,3.885,3.885,
TiRhO3,0.86,0.6,1.36,0.80090666,cubic,3.851,3.851,3.851,
TiRuO3,0.86,0.62,1.36,0.792816694,cubic,3.839,3.839,3.839,
TiSbO3,0.86,0.68,1.36,0.769498556,cubic,4.069,4.069,4.069,
TiScO3,0.74,0.75,1.36,0.703755564,cubic,3.948,3.948,3.948,
TiSiO3,0.86,0.4,1.36,0.891918781,cubic,3.523,3.523,3.523,
TiSmO3,0.74,0.96,1.36,0.640053552,orthorhombic,5.685,5.731,8.18,
TiSnO3,0.86,0.69,1.36,0.765744905,orthorhombic,5.463,5.791,9.182,
TiSrO3,0.74,1.18,1.36,0.584615843,orthorhombic,5.607,5.726,9.512,
TiTaO3,0.86,0.68,1.36,0.769498556,cubic,3.962,3.962,3.962,
TiTbO3,0.86,0.76,1.36,0.740460875,orthorhombic,5.624,5.633,8.04,
TiTcO3,0.74,0.6,1.36,0.757614408,cubic,3.866,3.866,3.866,
TiTeO3,0.86,0.97,1.36,0.673724058,cubic,4.159,4.159,4.159,
TiThO3,0.86,0.94,1.36,0.682511763,cubic,4.532,4.532,4.532,
TiTlO3,0.74,1.2,1.36,0.580048531,orthorhombic,5.539,5.784,9.003,
TiTmO3,0.74,0.96,1.36,0.640053552,cubic,4.175,4.175,4.175,
TiUO3,0.86,0.89,1.36,0.697678691,orthorhombic,5.691,5.953,8.016,
TiVO3,0.86,0.58,1.36,0.80916343,cubic,3.757,3.757,3.757,
TiWO3,0.86,0.66,1.36,0.777117354,cubic,3.91,3.91,3.91,
TiYO3,0.74,0.9,1.36,0.657046124,cubic,4.255,4.255,4.255,
TiYbO3,0.74,0.95,1.36,0.642824347,orthorhombic,5.393,5.51,8.596,
TiZnO3,0.74,0.74,1.36,0.707106781,cubic,3.737,3.737,3.737,
TiZrO3,0.86,0.72,1.36,0.754700507,cubic,4.101,4.101,4.101,
TlAcO3,1.7,1.12,1.36,0.872478528,cubic,4.578,4.578,4.578,
TlAgO3,1.7,0.95,1.36,0.936686905,orthorhombic,5.542,5.728,8.043,
TlAlO3,0.98,0.54,1.36,0.870857825,orthorhombic,5.208,5.326,7.533,
TlAsO3,0.98,0.58,1.36,0.852901994,tetragonal,3.706,3.706,4.784,
TlAuO3,1.7,0.93,1.36,0.944867577,orthorhombic,5.595,5.809,8.051,
TlBO3,1.7,0.27,1.36,1.327451994,cubic,3.506,3.506,3.506,
TlBaO3,1.7,1.35,1.36,0.798430535,orthorhombic,5.129,6.623,10.631,
TlBeO3,1.7,0.45,1.36,1.195440194,cubic,3.599,3.599,3.599,
TlBiO3,1.7,0.76,1.36,1.02063526,orthorhombic,5.963,6.036,8.663,
TlCaO3,1.7,1,1.36,0.916841843,cubic,4.311,4.311,4.311,
TlCdO3,1.7,0.95,1.36,0.936686905,cubic,4.145,4.145,4.145,
TlCeO3,1.7,0.94,1.36,0.940759457,cubic,4.633,4.633,4.633,
TlCoO3,0.98,0.61,1.36,0.839913639,orthorhombic,5.294,5.455,7.585,
TlCrO3,0.98,0.62,1.36,0.83567165,orthorhombic,5.342,5.501,7.693,
TlCsO3,1.7,1.67,1.36,0.714107838,orthorhombic,5.458,6.322,10.603,
TlCuO3,0.98,0.54,1.36,0.870857825,orthorhombic,5.287,5.471,7.571,
TlDyO3,1.7,0.99,1.36,0.920743298,cubic,4.414,4.414,4.414,
TlErO3,1.7,0.89,1.36,0.961665222,cubic,4.321,4.321,4.321,
TlEuO3,1.7,1.06,1.36,0.894110227,orthorhombic,6.101,6.138,8.127,
TlFeO3,0.98,0.65,1.36,0.823198939,orthorhombic,5.347,5.515,7.76,
TlGaO3,0.98,0.62,1.36,0.83567165,orthorhombic,5.316,5.457,7.772,
TlGdO3,1.7,0.94,1.36,0.940759457,orthorhombic,5.826,5.908,8.517,
TlGeO3,0.98,0.63,1.36,0.831472295,tetragonal,3.584,3.584,4.937,
TlHfO3,1.7,0.71,1.36,1.045288285,orthorhombic,5.706,5.82,8.133,
TlHgO3,1.7,1.11,1.36,0.87601083,cubic,4.198,4.198,4.198,
TlHoO3,1.7,0.9,1.36,0.957410067,orthorhombic,5.75,5.848,8.408,
TlInO3,1.7,0.8,1.36,1.001734607,orthorhombic,5.604,5.722,8.232,
TlIrO3,1.7,0.57,1.36,1.121112306,orthorhombic,5.515,5.581,7.863,
TlKO3,1.7,1.38,1.36,0.789688595,cubic,4.429,4.429,4.429,
TlLaO3,1.7,1.03,1.36,0.905333368,orthorhombic,6.005,6.08,8.835,
TlLiO3,1.7,0.76,1.36,1.02063526,cubic,3.712,3.712,3.712,
TlLuO3,1.7,0.86,1.36,0.974660698,orthorhombic,5.649,5.772,8.295,
TlMgO3,1.7,0.72,1.36,1.040262861,cubic,3.898,3.898,3.898,
TlMnO3,0.98,0.65,1.36,0.823198939,orthorhombic,5.341,5.538,7.725,
TlMoO3,1.7,0.61,1.36,1.098348604,cubic,3.999,3.999,3.999,
TlNaO3,1.7,1.02,1.36,0.90913729,cubic,4.049,4.049,4.049,
TlNbO3,1.7,0.64,1.36,1.081873375,tetragonal,4.032,4.032,4.218,
TlNdO3,1.7,0.98,1.36,0.924678098,orthorhombic,5.955,6.036,8.702,
TlNiO3,0.98,0.6,1.36,0.844198912,orthorhombic,5.273,5.437,7.573,
TlNpO3,1.7,0.86,1.36,0.974660698,rhombohedral,6.14,6.14,6.14,
TlOsO3,1.7,0.57,1.36,1.121112306,cubic,3.962,3.962,3.962,
TlPaO3,1.7,0.91,1.36,0.953192401,cubic,4.415,4.415,4.415,
TlPbO3,1.7,0.99,1.36,0.920743298,orthorhombic,5.882,5.964,8.574,
TlPdO3,1.7,0.75,1.36,1.025472394,orthorhombic,5.445,5.615,7.979,
TlPmO3,1.7,0.97,1.36,0.928646674,cubic,4.516,4.516,4.516,
TlPrO3,1.7,0.92,1.36,0.949011733,orthorhombic,5.998,6.07,8.756,
TlPtO3,1.7,0.67,1.36,1.065885099,orthorhombic,5.531,5.694,7.912,
TlPuO3,1.7,0.83,1.36,0.988012215,orthorhombic,5.886,6.121,8.577,
TlRbO3,1.7,1.52,1.36,0.751300955,orthorhombic,6.419,6.52,8.95,
TlReO3,1.7,0.58,1.36,1.115333377,cubic,3.973,3.973,3.973,
TlRhO3,0.98,0.67,1.36,0.815088605,orthorhombic,5.44,5.58,7.807,
TlRuO3,1.7,0.57,1.36,1.121112306,orthorhombic,5.542,5.576,7.814,
TlSbO3,0.98,0.76,1.36,0.780485787,cubic,4.077,4.077,4.077,
TlScO3,1.7,0.75,1.36,1.025472394,orthorhombic,5.49,5.647,8.053,
TlSiO3,0.98,0.4,1.36,0.940130607,tetragonal,3.437,3.437,4.726,
TlSmO3,1.7,0.96,1.36,0.932649461,rhombohedral,6.248,6.248,6.248,
TlSnO3,1.7,0.69,1.36,1.05548622,orthorhombic,5.693,5.781,8.13,
TlSrO3,1.7,1.18,1.36,0.851868799,orthorhombic,5.884,6.217,9.224,
TlTaO3,1.7,0.64,1.36,1.081873375,tetragonal,4.037,4.037,4.093,
TlTbO3,1.7,0.84,1.36,0.98352125,orthorhombic,5.801,5.883,8.484,
TlTcO3,1.7,0.6,1.36,1.103952424,cubic,3.964,3.964,3.964,
TlTeO3,1.7,0.77,1.36,1.015843545,tetragonal,4.089,4.089,4.358,
TlThO3,1.7,0.94,1.36,0.940759457,orthorhombic,6.024,6.302,8.854,
TlTiO3,0.98,0.67,1.36,0.815088605,orthorhombic,5.513,5.57,7.815,
TlTmO3,1.7,0.96,1.36,0.932649461,orthorhombic,5.701,5.804,8.347,
TlUO3,1.7,0.76,1.36,1.02063526,cubic,4.369,4.369,4.369,
TlVO3,0.98,0.64,1.36,0.827314934,orthorhombic,5.406,5.513,7.807,
TlWO3,1.7,0.62,1.36,1.092801389,cubic,4.001,4.001,4.001,
TlYO3,1.7,0.9,1.36,0.957410067,orthorhombic,5.787,5.866,8.465,
TlYbO3,1.7,0.95,1.36,0.936686905,cubic,4.185,4.185,4.185,
TlZnO3,1.7,0.74,1.36,1.030355595,cubic,3.878,3.878,3.878,
TlZrO3,1.7,0.72,1.36,1.040262861,orthorhombic,5.748,5.881,8.208,
TmAcO3,1.05,1.12,1.36,0.687148122,orthorhombic,6.091,6.223,8.943,
TmAgO3,1.05,0.75,1.36,0.80764329,cubic,4.006,4.006,4.006,
TmAlO3,1.05,0.54,1.36,0.896909128,orthorhombic,5.108,5.339,7.316,
TmAsO3,1.05,0.58,1.36,0.878416156,cubic,3.977,3.977,3.977,
TmAuO3,1.05,0.93,1.36,0.744160412,cubic,4.082,4.082,4.082,
TmBO3,1.05,0.27,1.36,1.045476897,cubic,3.422,3.422,3.422,
TmBaO3,1.05,1.35,1.36,0.628829278,orthorhombic,6.429,6.76,8.299,
TmBeO3,1.05,0.45,1.36,0.941506819,tetragonal,3.266,3.266,4.378,
TmBiO3,1.05,0.9,1.36,0.754038647,cubic,4.356,4.356,4.356,
TmCaO3,1.05,1,1.36,0.722087857,cubic,4.111,4.111,4.111,
TmCdO3,1.05,0.95,1.36,0.737717464,cubic,4.076,4.076,4.076,
TmCeO3,1.09,0.87,1.36,0.776866195,cubic,4.529,4.529,4.529,
TmCoO3,1.05,0.61,1.36,0.86503926,orthorhombic,5.113,5.544,7.404,
TmCrO3,1.05,0.62,1.36,0.860670375,orthorhombic,5.209,5.541,7.528,
TmCsO3,1.05,1.67,1.36,0.562418265,-,-,-,-,
TmCuO3,1.05,0.54,1.36,0.896909128,orthorhombic,5.152,5.823,7.106,
TmDyO3,1.05,0.99,1.36,0.725160571,cubic,4.252,4.252,4.252,
TmErO3,1.05,0.89,1.36,0.75738993,cubic,4.206,4.206,4.206,
TmEuO3,1.05,1.06,1.36,0.704184852,orthorhombic,5.615,5.729,9.301,
TmFeO3,1.05,0.65,1.36,0.847824549,orthorhombic,5.229,5.559,7.559,
TmGaO3,1.05,0.62,1.36,0.860670375,orthorhombic,5.206,5.526,7.508,
TmGdO3,1.05,0.94,1.36,0.740924932,cubic,4.306,4.306,4.306,
TmGeO3,1.09,0.53,1.36,0.916619902,cubic,3.848,3.848,3.848,
TmHfO3,1.09,0.71,1.36,0.836913823,cubic,4.064,4.064,4.064,
TmHgO3,1.05,1.11,1.36,0.689930098,cubic,4.174,4.174,4.174,
TmHoO3,1.05,0.9,1.36,0.754038647,cubic,4.224,4.224,4.224,
TmInO3,1.05,0.8,1.36,0.788947844,cubic,4.081,4.081,4.081,
TmIrO3,1.09,0.63,1.36,0.8705586,cubic,3.938,3.938,3.938,
TmKO3,1.05,1.38,1.36,0.621944286,orthorhombic,5.827,5.847,10.289,
TmLaO3,1.05,1.03,1.36,0.713023993,cubic,4.499,4.499,4.499,
TmLiO3,1.05,0.76,1.36,0.803833652,cubic,3.598,3.598,3.598,
TmLuO3,1.05,0.86,1.36,0.767624929,cubic,4.138,4.138,4.138,
TmMgO3,1.05,0.72,1.36,0.819291992,cubic,3.782,3.782,3.782,
TmMnO3,1.09,0.53,1.36,0.916619902,orthorhombic,5.22,5.688,7.422,
TmMoO3,1.09,0.65,1.36,0.861896325,cubic,3.944,3.944,3.944,
TmNaO3,1.05,1.02,1.36,0.716019892,cubic,3.895,3.895,3.895,
TmNbO3,1.09,0.68,1.36,0.849221379,cubic,4.018,4.018,4.018,
TmNdO3,1.05,0.98,1.36,0.728259548,cubic,4.444,4.444,4.444,
TmNiO3,1.05,0.6,1.36,0.869452726,orthorhombic,5.096,5.51,7.302,
TmNpO3,1.05,0.86,1.36,0.767624929,cubic,4.403,4.403,4.403,
TmOsO3,1.05,0.57,1.36,0.882967535,cubic,3.924,3.924,3.924,
TmPaO3,1.05,0.91,1.36,0.750716891,cubic,4.461,4.461,4.461,
TmPbO3,1.09,0.78,1.36,0.809538137,orthorhombic,5.734,6.002,8.481,
TmPdO3,1.09,0.62,1.36,0.874955361,cubic,3.937,3.937,3.937,
TmPmO3,1.05,0.97,1.36,0.731385126,cubic,4.401,4.401,4.401,
TmPrO3,1.09,0.85,1.36,0.783896658,cubic,4.483,4.483,4.483,
TmPtO3,1.05,0.67,1.36,0.839471597,cubic,4,4,4,
TmPuO3,1.05,0.83,1.36,0.778140339,cubic,4.36,4.36,4.36,
TmRbO3,1.05,1.52,1.36,0.591710883,orthorhombic,5.815,5.858,11.132,
TmReO3,1.09,0.63,1.36,0.8705586,cubic,3.935,3.935,3.935,
TmRhO3,1.09,0.6,1.36,0.883883476,cubic,3.9,3.9,3.9,
TmRuO3,1.09,0.62,1.36,0.874955361,cubic,3.899,3.899,3.899,
TmSbO3,1.05,0.76,1.36,0.803833652,cubic,4.195,4.195,4.195,
TmScO3,1.05,0.75,1.36,0.80764329,cubic,3.969,3.969,3.969,
TmSiO3,1.05,0.4,1.36,0.968254172,cubic,3.654,3.654,3.654,
TmSmO3,1.05,0.96,1.36,0.734537648,cubic,4.374,4.374,4.374,
TmSnO3,1.09,0.69,1.36,0.845078836,cubic,4.091,4.091,4.091,
TmSrO3,1.05,1.18,1.36,0.670916277,orthorhombic,6.216,6.361,8.184,
TmTaO3,1.09,0.68,1.36,0.849221379,cubic,3.996,3.996,3.996,
TmTbO3,1.09,0.76,1.36,0.81717529,cubic,4.278,4.278,4.278,
TmTcO3,1.05,0.6,1.36,0.869452726,cubic,3.919,3.919,3.919,
TmTeO3,1.09,0.97,1.36,0.743524298,cubic,4.226,4.226,4.226,
TmThO3,1.09,0.94,1.36,0.753222441,cubic,4.554,4.554,4.554,
TmTiO3,1.09,0.61,1.36,0.879396758,orthorhombic,5.245,5.631,7.575,
TmTlO3,1.05,1.2,1.36,0.665674743,orthorhombic,5.48,5.825,8.656,
TmUO3,1.09,0.89,1.36,0.769960717,cubic,4.384,4.384,4.384,
TmVO3,1.09,0.58,1.36,0.892995677,orthorhombic,5.245,5.632,7.558,
TmWO3,1.09,0.66,1.36,0.857629512,cubic,3.953,3.953,3.953,
TmYO3,1.05,0.9,1.36,0.754038647,cubic,4.251,4.251,4.251,
TmYbO3,1.05,0.95,1.36,0.737717464,cubic,4.086,4.086,4.086,
TmZnO3,1.05,0.74,1.36,0.811489211,orthorhombic,5.187,5.737,7.385,
TmZrO3,1.09,0.72,1.36,0.832890199,cubic,4.119,4.119,4.119,
UAcO3,1.17,1.12,1.36,0.721362966,cubic,4.654,4.654,4.654,
UAgO3,1.03,0.75,1.36,0.800940856,orthorhombic,5.53,6.255,7.831,
UAlO3,1.03,0.54,1.36,0.889465898,orthorhombic,5.34,5.349,7.54,
UAsO3,1.03,0.58,1.36,0.871126395,cubic,4.031,4.031,4.031,
UAuO3,1.17,0.93,1.36,0.781214042,cubic,4.136,4.136,4.136,
UBO3,1.17,0.27,1.36,1.097533838,cubic,3.585,3.585,3.585,
UBaO3,1.17,1.35,1.36,0.660140279,orthorhombic,5.856,6.008,10.773,
UBeO3,1.17,0.45,1.36,0.988386827,cubic,3.58,3.58,3.58,
UBiO3,1.03,1.03,1.36,0.707106781,cubic,4.346,4.346,4.346,
UCaO3,1.17,1,1.36,0.758042439,cubic,4.196,4.196,4.196,
UCdO3,1.17,0.95,1.36,0.774450284,orthorhombic,5.62,6.035,8.278,
UCeO3,1.03,1.01,1.36,0.713073927,cubic,4.547,4.547,4.547,
UCoO3,1.03,0.61,1.36,0.857860511,cubic,3.764,3.764,3.764,
UCrO3,1.03,0.62,1.36,0.853527882,rhombohedral,5.471,5.471,5.471,
UCsO3,1.17,1.67,1.36,0.590422494,tetragonal,3.608,3.608,7.208,
UCuO3,1.17,0.73,1.36,0.855971367,rhombohedral,5.33,5.33,5.33,
UDyO3,1.03,0.91,1.36,0.744486875,cubic,4.287,4.287,4.287,
